Dialouge ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,Actor
surya (6).wav,1021.6651,169909.5159,1730.799599,896068.2386,0.035173495,0.000631547,0.349226,0.092880294,0.037997624,0.000417858,129.1992188,-300.29523,10424.61,157.78964,469.3398,6.410459,643.85925,14.842391,338.828,19.679598,253.94307,5.261155,225.78578,9.030575,189.107,-2.6647844,148.42722,-12.234342,136.92404,-0.9250559,110.9136,-5.8507004,93.53978,4.4204636,117.84043,-3.7473757,115.29531,3.4038937,86.1314,0.9834483,104.39154,-4.4234414,76.08435,-5.0662456,63.16517,-0.68441737,63.55368,-2.692341,89.28692,-0.63361716,81.71838,Surya
surya (7).wav,2108.979526,885324.1972,4132.397002,4444587.642,0.034663143,0.001184298,0.41663185,0.0916296,0.124060135,0.005297757,151.9990809,-304.14282,31511.611,101.60312,3981.1057,-20.02749,702.62933,12.13661,512.7668,12.466972,440.72235,-8.084849,315.06717,2.7967927,277.00522,-11.266319,210.30743,-19.105406,291.58356,2.8075728,144.25545,-14.058238,223.67422,4.1997747,161.00064,-4.288129,66.37264,-5.723116,117.75823,4.878293,77.83652,-1.1392144,59.708538,-7.1740766,59.469154,-0.47224763,47.07838,-6.420387,56.140892,0.001338939,59.872246,Surya
surya (8).wav,1805.075529,685562.833,3583.718262,2496172.604,0.012549093,0.000121007,0.48742008,0.09297275,0.079121492,0.0037502,135.9991776,-342.32825,6686.4414,114.65588,1349.1216,-1.8698403,346.01898,24.700756,312.021,14.235638,317.7109,8.126248,139.61911,2.2942233,101.28,1.545539,106.501396,-5.4063807,126.44362,1.7987677,113.10171,-6.606543,96.70406,0.25158316,57.980537,0.25667456,48.187214,0.16535667,53.91875,-0.4060906,51.759995,3.650044,50.148106,-4.4151163,51.908737,3.6663082,53.241486,-4.2999015,58.219376,-0.25342557,32.55939,Surya
surya (9).wav,1614.366441,744068.1894,3141.11408,2565056.45,0.067591645,0.002510297,0.43252268,0.09932794,0.090024003,0.004743714,123.046875,-250.0463,20929.178,134.07903,3900.714,-34.14312,1359.4751,46.615547,602.4643,11.722264,415.67316,11.020513,166.41173,2.0974107,148.58218,-5.014265,130.20891,-3.8252604,86.50061,-5.428826,109.13842,-8.450313,113.34155,-4.485185,89.703865,0.93264085,53.33545,-4.816783,65.06673,0.7898557,63.108875,-2.739688,42.99194,-6.0574284,40.512142,-3.475832,38.228714,-6.4721203,38.33853,-6.2307777,43.25674,Surya
surya (10).wav,1678.4995,895872.1391,3273.31354,2888376.706,0.06885026,0.002615042,0.4593783,0.10450713,0.094968436,0.006635433,112.3471467,-262.7616,22504.64,131.35301,4411.2397,-31.793657,1146.8215,48.037468,607.49036,11.366271,304.54495,10.975001,118.360954,5.900488,198.21237,-3.9826684,140.48026,-3.725724,115.53028,-3.5232818,99.741844,-7.180036,112.045204,-0.85556614,76.78446,-0.6854527,49.493332,-5.1467886,53.510754,1.3375238,46.297222,-2.7149649,44.05259,-5.7705536,45.202,-3.644563,41.213417,-5.2887764,35.63609,-7.4917655,49.964005,Surya
surya (11).wav,2645.848449,454848.9092,5198.866583,1093932.916,0.022148259,0.000208415,0.3221838,0.092035346,0.13858175,0.005004267,129.1992188,-244.7907,10257.66,67.88666,588.9052,-19.265568,445.407,32.631165,217.2591,-4.741047,193.04614,13.469531,93.01587,-15.114402,185.41975,-9.561876,110.55341,-32.78609,152.94476,-11.834298,159.5507,-14.539763,93.786125,-6.1573777,96.36625,-5.5016766,72.640045,-6.5921316,58.003994,-4.5948586,93.56017,4.1141105,63.80821,-10.416941,76.5945,1.4991325,68.916794,-2.5508754,62.775414,-5.809472,50.659004,Surya
surya (12).wav,2277.045082,444729.4583,4903.996859,2358656.727,0.015142733,0.000430394,0.3981817,0.087722465,0.116354864,0.003581566,99.38401442,-341.0431,17329.693,83.58206,1314.382,-5.20333,610.05334,6.9494925,311.44824,5.206867,278.8034,11.858075,218.56425,-4.5229974,188.02783,2.410271,153.29973,-12.985736,259.74826,2.8868392,139.64857,-13.0501995,132.53143,2.5494378,134.14,-8.174563,90.24251,-1.4391959,94.1244,-2.47947,88.860825,-1.5899832,104.23774,-9.344525,72.87819,-2.9735947,86.525154,-5.8723607,61.61381,-5.375854,74.52075,Surya
surya (13).wav,2325.186846,629506.0574,4957.775324,2151146.934,0.079177498,0.00167104,0.33798885,0.09053781,0.104299617,0.003652811,151.9990809,-97.412926,2638.4805,95.78954,1016.9012,-3.551187,319.09265,29.05487,217.5595,-5.498729,273.03592,12.2366295,161.12743,-1.2506484,149.30876,3.1307921,107.11081,-8.278673,110.43177,9.332866,73.02441,-0.73787904,74.3623,3.0543232,94.69915,-10.121916,57.028343,-0.043021027,81.43737,-2.618948,36.356495,-1.1970035,52.286354,-7.771387,41.436104,0.8695655,36.9467,-5.7235556,55.89209,-0.58282065,48.538235,Surya
surya (14).wav,1945.227509,1288587.715,3991.264296,5439295.936,0.008049561,8.84E-05,0.39296377,0.123806424,0.084081696,0.006820568,143.5546875,-476.5156,23873.92,91.31648,3172.275,0.90025425,510.55652,15.050322,301.2811,12.359525,350.75934,4.9385953,243.52823,4.19411,173.83447,-2.1175084,197.01181,-11.189142,381.43826,-2.9579356,113.27335,-4.7433896,144.82602,-0.42220506,107.9031,2.995984,111.51541,-0.55875564,136.61581,0.7782351,90.31205,2.750433,79.96541,-2.419438,157.42348,5.076418,94.57001,0.8925574,124.4538,1.4551177,101.82792,Surya
surya (15).wav,2552.051919,1237631.848,5147.309459,5076497.783,0.009051387,0.000111089,0.47457364,0.116349064,0.133857232,0.013656363,161.4990234,-486.80698,39724.88,73.75009,2660.5989,-3.916222,791.3571,14.582483,475.16074,16.928139,476.7049,-9.493891,372.01767,-0.43338186,178.70656,5.062011,261.94073,-18.65006,653.09265,1.672535,125.820145,-8.730137,263.46237,-5.9650807,169.75505,3.1597087,79.18112,-4.84898,131.50864,0.6635169,74.65994,4.1154666,92.54092,-11.699266,174.60931,0.8247764,75.24818,-1.4819717,98.557045,-3.876566,110.67704,Surya
surya (16).wav,2378.399977,856487.2015,4820.711074,2653031.375,0.014737745,0.000121683,0.43620723,0.09234593,0.130454997,0.006587617,143.5546875,-278.20752,6494.0234,90.739136,1450.6946,-3.103411,310.83188,29.567297,180.24248,-4.300348,311.35526,12.399978,165.44356,-0.44770113,85.52952,-0.18337603,123.197334,-14.520829,192.79532,1.9298073,80.33446,-8.382396,100.493,4.224033,97.28178,-4.2597756,61.77848,-2.4207757,77.65435,-4.893357,51.399967,1.5083592,45.847397,-6.6747,58.353622,3.8133514,45.92753,-4.1187572,56.98802,0.5639693,43.345432,Surya
surya (17).wav,1642.23905,417590.1404,3291.772658,864264.2296,0.012227397,0.000190417,0.4215982,0.09610378,0.088524603,0.004208872,112.3471467,-467.64032,20727.68,94.66485,4292.728,-26.706362,1562.6835,49.87688,1496.7673,16.420513,384.55176,-1.2553328,137.7133,10.7097025,183.39075,-23.821325,329.90988,-17.772993,172.31052,-13.934862,86.17727,-16.99332,110.02901,-8.027083,66.0882,-10.806678,65.2986,-4.982703,62.58441,-3.408937,56.295685,-4.0932817,35.446712,-3.4363337,37.943996,-5.7186694,47.955883,0.35115516,30.664837,-3.9152603,35.086063,Surya
surya (18).wav,2077.772861,365270.7104,4176.286285,1240190.313,0.023213562,0.000158922,0.3568397,0.087559216,0.100577042,0.003128337,151.9990809,-227.75615,4812.0454,103.484886,616.9342,-11.843675,379.47406,28.777596,179.22058,-5.055784,234.95488,8.596837,128.07901,-4.5816045,119.34067,0.085503556,123.77468,-17.43392,183.37646,2.3409286,107.76746,-8.359612,104.106544,-2.3166924,117.071144,-4.2280097,56.109898,-4.8000665,59.073017,-2.5972674,65.90287,4.6580873,47.717186,-9.9654665,61.269474,1.4309267,53.755676,-4.7474356,43.341305,-3.131701,57.55773,Surya
surya (19).wav,1325.185558,95879.95625,2462.181343,287215.5038,0.060299741,0.001878861,0.35542253,0.09324148,0.088230299,0.000736047,129.1992188,-217.94672,3323.102,203.25484,727.2317,-80.30806,1115.0592,13.849747,493.4455,11.561676,387.79825,-29.642342,230.9733,1.1324624,293.4888,-9.261249,206.75804,-12.575888,205.45905,-3.679933,224.69641,-2.9047709,176.36458,-1.227027,248.00354,-1.4543139,138.32672,-1.9939446,160.26009,-5.525359,134.82466,-3.8059368,118.992805,-7.6604743,160.40083,-6.955663,106.85046,0.7392749,104.478264,-7.2919955,210.29132,Surya
surya (20).wav,543.0082254,101758.8519,1174.434509,595734.432,0.103760392,0.001581146,0.59155667,0.068501756,0.024645528,0.00033237,143.5546875,-256.82886,7055.079,215.61443,1447.241,-4.1013846,2418.9824,21.769415,742.8996,33.469685,627.6902,10.142713,277.58255,16.240675,309.28632,10.408724,230.09044,3.3581479,267.4316,3.6463354,174.44507,8.998437,149.81102,6.500228,108.13455,-0.5247322,119.10248,5.04195,92.1797,7.8953977,117.68455,0.83615726,115.38319,-3.7575045,117.38763,3.1159692,96.91914,5.129755,83.26037,-3.7662623,100.00769,Surya
surya (21).wav,2366.380941,509245.4325,4925.720215,1858966.615,0.047354957,0.000528329,0.4132297,0.09336563,0.123875473,0.002859303,117.4538352,-159.57747,2185.1953,98.72779,1257.3798,-25.609812,694.54376,45.457367,305.46277,-15.46567,398.49954,29.506775,76.31619,-33.794884,211.50876,17.23404,78.87216,-32.71867,99.969666,9.328163,82.91613,-17.222317,121.465866,4.248469,64.336464,-9.412926,42.301125,9.241314,81.58855,-0.4331547,25.740467,-1.7196608,111.229195,-9.116844,64.39129,2.552406,64.00829,-3.9791176,35.18682,-5.748408,34.56604,Surya
surya (22).wav,1140.317419,54583.28412,2209.948496,529609.2753,0.011753452,9.29E-05,0.35528475,0.08680505,0.076068585,0.000371693,117.4538352,-396.72855,2747.196,220.4662,1576.3483,-44.14946,692.7168,6.027164,860.1674,9.334596,398.52982,-11.695566,346.3106,-0.6916653,359.60345,-2.096136,291.30035,-7.2142663,252.56818,-11.425151,224.29782,-3.5716727,263.7195,-9.319653,148.95625,0.12843221,158.02182,5.356237,120.65103,-5.337921,250.71758,2.1516714,170.22542,-7.3215795,157.34277,-4.4051943,103.78934,-1.5755532,214.30006,-12.467825,123.958374,Surya
surya (23).wav,1434.709361,136529.1697,2795.203323,376946.1621,0.057679387,0.001426406,0.33766216,0.08546328,0.09303678,0.002080918,143.5546875,-197.06529,4894.6,174.87401,434.7207,-72.798836,823.0459,46.348335,546.2485,-17.376814,182.97484,-12.203952,135.68321,9.0856905,73.74486,-30.426256,190.48271,-0.7703574,68.09162,-15.969332,127.902954,-10.698849,59.443497,-1.9487026,88.926865,-12.516095,47.72555,1.6644788,75.99154,-8.933869,85.43924,3.0072618,79.50701,-1.4352728,56.70476,-15.090104,36.456955,2.953927,102.00721,-8.759769,34.127304,Surya
surya (24).wav,1404.415245,80605.78717,2791.213706,360815.1069,0.074282785,0.000619501,0.30200666,0.08207347,0.098360986,0.000572989,95.703125,-167.61546,2413.586,202.80002,442.07053,-90.605095,436.0733,60.416603,250.05916,-11.456188,169.65489,-0.7055175,125.22473,19.458237,81.772,-34.681194,115.30795,4.031956,205.66464,-15.197462,83.98393,-3.6649172,87.52737,8.513844,34.195656,-17.190144,72.5513,4.199147,61.859642,-8.503538,93.60013,-5.1168604,42.51004,1.1302677,40.369987,-11.504392,33.431175,4.8984036,104.35794,-5.435898,75.84601,Surya
surya (25).wav,1700.971502,1240244.383,3314.736158,4194528.07,0.011970827,0.000374075,0.4860969,0.09234997,0.113712754,0.00653968,80.74951172,-484.5393,18799.809,102.889656,7947.965,-11.154375,1251.677,6.3219285,1060.239,8.250146,544.4563,-2.5197544,435.63583,0.9120391,255.45573,-4.921856,294.5649,-7.834539,243.19962,-5.026888,148.15134,-2.0735407,117.016464,-2.7482564,99.58632,-2.3318832,68.42781,0.7741159,115.69606,4.223104,100.38288,1.6913177,132.03284,-5.883674,109.75889,-2.8216188,86.37375,0.19984247,99.56051,-5.5712075,73.37159,Surya
surya (26).wav,1294.102321,51270.36748,2902.967009,312279.6494,0.072112486,0.000776988,0.3227309,0.08434685,0.090135918,0.000615758,135.9991776,-200.74669,910.41595,216.34865,444.42065,-54.12529,344.2178,47.54503,265.77066,-32.424534,460.8123,-15.368833,188.69728,44.394314,441.41745,-17.243628,187.7996,-10.097593,525.64813,1.7055465,268.97348,13.950884,198.20724,6.320201,163.31139,-16.063179,112.67847,7.8184695,176.94853,-7.048939,206.91826,-9.8054495,143.0654,-0.17882925,204.76262,-6.886642,157.1382,9.002652,175.49501,-12.285841,208.59073,Surya
surya (27).wav,1450.363561,233052.746,2983.176833,454266.3622,0.071849323,0.001516132,0.40167072,0.08975886,0.093576285,0.00254034,92.28515625,-175.06071,4369.4536,184.13737,989.2206,-67.81428,450.71146,56.433132,474.6483,-22.604939,408.03406,-12.05769,140.49739,16.466764,192.77095,-28.23458,242.41342,-0.4599233,258.75488,-19.943676,125.67526,-7.258082,147.03212,9.190434,78.964165,-11.480538,55.574734,-0.73450464,137.42584,-5.6005716,71.40743,-0.8948454,45.09721,-6.921034,63.30893,-8.099966,60.525066,3.0541704,54.60809,-12.769414,53.755795,Surya
surya (28).wav,1023.989606,125864.9461,2050.519539,893921.9657,0.049759091,0.000927613,0.34583503,0.097930804,0.064316243,0.000866086,103.359375,-266.6065,3918.8645,193.22821,1567.2511,-7.7538457,1383.3094,15.533419,654.86646,-8.575407,692.57935,-0.10263106,398.29053,14.958517,414.40176,-8.396028,309.41525,-0.49737772,551.3477,-4.779435,253.87819,2.3059578,369.8169,10.726044,313.84103,-6.2305174,339.0602,-7.91962,318.6182,0.9556622,256.70258,2.1330771,173.94044,-6.6494794,235.49988,0.54975873,220.70326,1.4959607,191.47023,-13.223701,277.4053,Surya
surya (29).wav,1280.786066,114143.5108,2661.933848,317026.9241,0.072813195,0.00545784,0.4266073,0.08726274,0.089006462,0.00133627,143.5546875,-216.06804,5817.07,166.87042,947.6503,-45.763664,871.599,38.897316,576.12683,40.161285,480.42667,-7.3943896,282.33908,14.297717,275.26755,-10.872331,244.77925,-14.913556,230.69066,14.805182,143.45476,-6.675713,213.29993,-3.3558536,139.5921,11.185457,187.06117,-3.784195,197.98174,2.3615396,192.14348,3.183115,153.23471,-5.8370824,155.45973,5.4812856,137.65112,0.09984936,181.17607,-5.0272036,96.42691,Surya
surya (30).wav,1896.971168,203569.1072,3495.027136,592741.956,0.117489401,0.003596827,0.43053794,0.08487279,0.149451417,0.002773127,129.1992188,-132.72446,4895.3804,178.82114,734.37415,-94.50834,1371.5846,41.538624,1015.2652,-15.626913,1419.868,-4.2193675,840.4588,9.258657,744.0006,-13.500343,313.6453,-0.019831423,556.4034,-1.7147555,431.02396,11.397554,390.11517,-10.69366,376.59705,0.42374632,331.12036,-0.0386958,380.4891,-12.188529,294.25305,2.9708993,321.1508,-10.874486,331.46536,5.89049,344.0975,-0.3995995,212.64534,-7.460281,239.54964,Surya
surya (31).wav,1297.055872,64522.7199,2667.994465,349485.5932,0.180555491,0.002270899,0.43677458,0.092809685,0.082554223,0.000859724,117.4538352,-98.518234,1741.2487,218.03574,656.1203,-73.57717,879.5543,31.89299,758.9542,9.211325,836.188,-8.748792,929.7967,12.821909,577.4885,-1.1288446,341.8232,0.9228704,593.2859,-2.1489592,554.1069,5.318111,313.4849,1.9134779,252.41426,-1.196956,250.782,-3.3658395,256.75027,2.9646776,229.23203,8.092265,178.39886,-10.696658,198.18362,2.3887455,181.66899,4.5515985,175.35515,-7.774325,171.75052,Surya
surya (32).wav,1297.055872,64522.7199,2667.994465,349485.5932,0.180555491,0.002270899,0.43677458,0.092809685,0.082554223,0.000859724,117.4538352,-98.518234,1741.2487,218.03574,656.1203,-73.57717,879.5543,31.89299,758.9542,9.211325,836.188,-8.748792,929.7967,12.821909,577.4885,-1.1288446,341.8232,0.9228704,593.2859,-2.1489592,554.1069,5.318111,313.4849,1.9134779,252.41426,-1.196956,250.782,-3.3658395,256.75027,2.9646776,229.23203,8.092265,178.39886,-10.696658,198.18362,2.3887455,181.66899,4.5515985,175.35515,-7.774325,171.75052,Surya
surya (33).wav,1812.004583,276833.7508,3302.125177,590791.3058,0.087340457,0.004615943,0.35532176,0.08314454,0.149337168,0.003691645,161.4990234,-203.92584,9340.568,172.89485,885.38275,-77.34435,1685.156,33.62328,632.0586,0.84901404,877.6085,-16.217194,583.56537,35.431835,780.7434,-10.447203,218.3244,-14.176162,476.4877,9.155999,230.0691,-1.3411431,409.056,13.069106,217.63193,-4.6453733,308.54623,-10.530322,216.04634,28.555395,418.0438,11.536039,165.43015,-23.306961,294.01282,5.3849144,149.93903,9.622747,113.40349,-7.2181473,110.646576,Surya
surya (34).wav,1240.045981,152522.8863,2000.17873,552706.0262,0.020312519,0.000402672,0.31654003,0.08997753,0.102051748,0.0015357,129.1992188,-361.9676,6617.686,187.85971,898.7048,-55.73003,4387.745,-29.212805,797.6789,15.780647,613.62714,-9.68823,466.30594,-15.469476,416.85403,-0.36987877,234.60617,8.38409,356.22565,3.9174044,206.01039,8.000529,240.98836,5.4725184,126.766304,-4.561417,136.72179,3.734541,132.60654,-0.8344861,132.68866,-7.569889,100.93083,5.2757516,139.92715,5.2142982,106.20176,1.3795897,115.14552,-0.27935934,121.35435,Surya
surya (35).wav,1042.632884,84699.63887,2183.585874,618108.0635,0.097480389,0.002946441,0.32095352,0.09108175,0.059280044,0.000418433,143.5546875,-217.11975,6585.176,211.72078,1168.3052,-30.545456,1966.204,32.30781,570.2619,6.654874,1120.1182,-20.389746,558.935,15.038434,900.5983,-14.769055,334.42966,-13.161112,393.61893,2.0596056,302.6616,-8.311741,218.51534,7.3737826,171.12459,-2.9018357,217.75677,-15.66929,231.25414,11.904883,368.11508,-1.5252751,284.6959,-22.981785,287.03134,5.329636,190.94217,0.2426844,245.15137,-13.999819,142.12755,Surya
surya (36).wav,1517.366767,127776.0543,2890.664291,438285.1472,0.063146242,0.00135618,0.29616144,0.08940077,0.099754333,0.001940166,151.9990809,-192.97916,7172.3286,172.57785,1027.21,-84.27724,900.4607,48.31338,407.70892,-13.529346,265.60678,-12.3419,61.592834,3.4319365,113.98579,-35.053658,152.77156,3.117941,67.12132,-12.874958,53.667763,-6.512183,94.7381,2.426077,89.329636,-14.836768,85.674416,1.771661,46.7316,-6.6372495,63.743843,3.6042974,76.78295,1.4251673,44.848583,-12.668191,36.865665,4.7124,53.710285,-5.9147105,71.76336,Surya
vijay (1).wav,1879.818305,325898.9626,3781.064829,2115835.7,0.040692831,0.000679999,0.40564165,0.08303507,0.096610577,0.002177485,172.265625,-198.8985,11841.101,119.220085,869.7006,-22.804625,546.74615,10.013481,690.86896,-3.6637268,285.1486,15.341685,155.50214,-29.211365,519.875,16.198292,143.34998,-7.868868,112.48589,8.089238,112.20754,-4.225148,84.44909,7.173597,62.22597,-11.036306,105.77984,3.6761258,91.275505,-2.8286521,78.81719,8.613545,61.201363,-4.318646,75.0212,5.4817104,49.851295,-4.879542,115.56271,2.3885434,79.22833,Viay
vijay (2).wav,1459.357708,717234.4632,3029.970703,2872377.377,0.203370263,0.008841216,0.4766147,0.09804785,0.053058567,0.001690619,107.6660156,-84.92697,14243.668,126.11321,1585.7771,-14.648306,484.9697,41.76808,325.43796,10.561746,261.14804,7.4850826,137.83337,3.594507,201.12251,7.2690816,169.6721,3.4125354,125.425865,7.029834,118.25565,-1.1531007,149.47685,9.723629,80.4522,3.6023955,117.69303,1.0085177,139.27008,6.4089394,83.24486,4.660363,72.685165,-2.034976,83.356674,5.8322797,64.52186,4.0666475,55.86172,4.2944293,78.95982,Viay
vijay (3).wav,1796.2914,538573.2012,3437.275578,2196079.338,0.0198391,0.000250875,0.32062894,0.09701016,0.085203162,0.003208775,129.1992188,-299.77344,10094.525,114.93401,1306.3779,-8.889523,408.6501,8.423761,303.99243,2.5583053,313.4427,-3.4133744,237.6864,-4.032972,174.41489,-3.2670488,167.07602,-11.134947,191.99037,-4.4539757,137.09995,-14.57272,143.727,-3.6334212,115.51814,-2.8584113,93.31066,-1.8026507,146.37193,2.94566,123.52094,-1.9305124,109.62191,-8.9686575,84.116714,-4.5370793,87.24396,-8.92033,79.51153,-8.233944,98.5316,Viay
vijay (4).wav,1786.359067,567091.5942,3541.371156,2475184.156,0.029359481,0.000627662,0.3787507,0.09694755,0.082579872,0.003286957,123.046875,-276.8304,19028.133,111.22356,1750.9672,-19.745138,829.7831,15.643095,847.6485,1.0847033,418.31363,0.001038674,214.57191,-6.6827364,249.50996,-2.907927,171.60779,-8.294571,228.51773,-0.04403298,109.444305,-11.291472,130.77388,-3.208151,102.2366,0.3976855,84.403755,-7.778275,121.90396,-2.6161227,68.27384,2.8722322,75.431725,-7.655229,111.25766,0.31209224,71.66586,-0.94034064,64.61149,-5.555692,69.678505,Viay
vijay (5).wav,1378.353147,453863.3844,2679.188545,1512326.04,0.054048734,0.001263398,0.3242532,0.08829072,0.054050362,0.002205918,117.4538352,-209.26965,10025.56,135.15894,1180.6581,-7.0548954,349.84613,27.334461,308.54932,11.486525,309.6632,4.383477,122.36655,-0.95284283,160.15797,1.1323583,102.94611,-10.192575,210.16048,3.0996902,79.12817,-8.451232,190.59213,2.508066,81.7931,-2.23679,76.508064,-5.335211,92.155235,0.6407202,68.82381,1.6553682,58.09211,-6.1077995,63.691715,-0.55485666,56.316418,-0.6339919,57.538204,-1.5118937,59.14322,Viay
vijay (6).wav,1454.94107,561817.2186,2737.555168,2359548.998,0.189628617,0.012726879,0.41073123,0.094557665,0.062441929,0.002344628,117.4538352,-70.938866,10535.215,135.92056,1491.6442,-7.733474,618.1032,24.709455,402.25955,12.407637,236.43478,7.2048693,103.56509,-0.33299696,175.72426,-1.2774107,105.93544,-3.459472,115.53947,-0.28971788,92.37127,-5.3765154,77.21078,0.31131777,60.82542,-2.4224489,55.449413,0.071950905,49.505634,2.723088,48.166813,-1.0342369,52.667625,-5.113228,59.855686,-0.8880742,55.448982,-1.7563461,61.48389,1.3680943,69.07503,Viay
vijay (7).wav,1494.104297,146963.1925,2839.812846,599554.4472,0.022578243,0.000439882,0.3650525,0.09124003,0.07027983,0.000746758,112.3471467,-279.3486,4027.8198,134.3473,534.90967,-28.081251,221.58421,15.682151,287.2984,-11.077369,190.66702,-0.9958976,146.52383,-15.298445,108.812035,-3.9219072,68.78425,-14.093657,88.286514,0.70650375,54.30426,-6.432814,114.0254,-3.057271,65.27058,-5.432784,38.060547,-5.7721224,73.97545,-6.322741,36.08544,-1.2813562,49.62585,-7.874631,48.869026,-5.062225,39.51914,-4.361279,32.06472,-3.8964963,48.482536,Viay
vijay (8).wav,1995.726864,345667.8938,3600.553865,1175653.788,0.027474359,0.000540639,0.40777498,0.0899774,0.119241314,0.002474133,135.9991776,-242.88597,8194.889,109.556755,1176.9319,-54.474113,556.0938,4.552119,325.44797,-8.144099,417.47623,-13.76127,137.95723,-9.915782,92.94584,-13.104379,202.93178,-19.161106,108.26151,-3.3947322,88.712166,-10.017806,102.52599,-4.9727106,74.04789,-1.9240868,74.48351,-9.392765,62.398457,-11.830597,41.917595,1.0260857,66.68015,-12.611106,50.012997,-7.78191,73.61684,-5.7559514,54.65284,-5.6768894,39.961994,Viay
vijay (9).wav,2001.385877,281641.932,3900.710029,1118416.338,0.044693291,0.000583722,0.3294152,0.09245961,0.103262154,0.001798885,103.359375,-177.63432,9990.553,102.68571,745.9378,-25.543993,587.01904,30.087431,245.65683,-12.957655,406.09857,6.2054477,195.17247,-10.625722,175.70024,13.09063,191.58005,-12.427587,124.26174,8.083797,98.385796,-12.684728,118.15496,8.93436,89.61922,3.128755,102.32298,-1.4189724,100.21424,2.4579492,95.59105,8.457273,80.970634,-6.8152356,95.421394,2.8835301,66.60509,4.5568066,65.212555,-5.800234,52.504295,Viay
vijay (10).wav,2752.202108,465856.2843,5626.188663,1747662.743,0.031282101,0.000321162,0.31066963,0.0951072,0.161142091,0.00436366,143.5546875,-220.27132,12336.241,70.013145,720.69025,-15.114934,648.62396,25.549744,239.60312,-7.306668,445.11917,18.130585,204.29007,-3.7490423,210.3996,7.7688603,160.70341,-13.200739,167.19286,9.792339,265.26514,-13.082448,291.0138,15.768975,174.562,-2.402753,161.11194,0.32924765,140.7604,-1.3587413,112.091675,5.4171996,92.95683,-8.843714,126.40918,-2.775198,134.7042,-6.0485086,116.17035,6.247439,234.12695,Viay
vijay (11).wav,1666.591139,319267.214,3142.832167,1200762.458,0.092368562,0.004845609,0.3640858,0.09232256,0.083741464,0.001944159,143.5546875,-122.29519,4459.229,126.664696,880.77386,-27.451767,626.20654,18.693714,311.58316,2.0018895,272.8586,0.9847587,161.10562,0.48048338,108.49293,2.9980912,185.4208,-8.68537,132.06467,3.7811477,96.93178,-4.3178596,112.96165,-1.2858562,88.21609,1.7781534,78.88989,-4.7722244,78.81326,-2.8199,54.11,6.006503,57.78187,-6.15256,64.50502,2.1895022,56.136993,-0.13974449,54.942245,-0.6906411,48.55491,Viay
vijay (12).wav,1393.322683,158131.9501,2781.002803,743174.7267,0.10959284,0.011473368,0.37225705,0.09892479,0.070907639,0.001044305,123.046875,-164.65678,7244.2695,133.56981,504.73492,-25.833485,385.71008,17.517712,422.76605,-24.865171,317.60864,-8.42096,174.84393,-13.132026,85.59383,-19.49874,140.83652,-14.540088,82.855484,-13.25779,80.73472,-14.0938,104.15465,-6.1019497,72.1,-6.470201,53.16926,-13.160804,105.640724,2.9986792,63.814617,1.6104997,81.32214,-5.6789203,45.4157,-7.417437,64.63285,-4.6938176,31.693224,-0.27607003,32.65682,Viay
vijay (13).wav,2766.121949,3754734.536,4901.065035,10493439.42,0.020250408,0.000151194,0.34355432,0.098516755,0.184527071,0.032393996,135.9991776,-306.65143,6939.5405,92.2905,6148.2183,26.163076,1009.0029,11.409828,322.25342,8.597461,409.05035,8.814746,291.47028,-7.6443605,246.64862,7.816962,169.53096,-3.971853,148.79094,3.973247,154.87767,-1.3126067,212.31699,-1.2278513,96.08913,-0.71644896,86.92587,2.8823419,107.95245,-4.4058185,70.04231,6.6844993,107.104744,2.7690241,56.196575,-1.3421052,59.884453,-1.8661598,73.36868,-1.9194677,144.42308,Viay
vijay (14).wav,2004.455662,353047.427,3994.752172,2063936.254,0.074616991,0.001790645,0.3611394,0.09158669,0.097783347,0.001783813,89.10290948,-110.6111,5055.8438,110.13334,648.21826,-22.677,327.54874,11.857104,294.7086,3.1574395,202.4801,4.962063,81.21589,-3.0443895,69.84223,-0.36166996,144.62712,-10.996182,95.81736,0.5954458,79.6135,-6.6503954,86.38186,-1.9034377,77.58855,-1.8832513,58.95857,-3.9163158,56.597828,-6.8817797,42.561123,7.125982,43.55107,-6.4218163,58.284737,4.3115087,45.069675,-2.300018,44.5067,1.9719617,37.496956,Viay
vijay (15).wav,1910.41109,187582.4708,3987.553947,1247576.804,0.036233528,0.000310411,0.37802526,0.095825076,0.076764788,0.000726724,103.359375,-179.573,2754.357,111.60598,385.63922,-9.17955,303.29688,16.527067,196.88052,4.592374,144.99426,6.9315033,79.233284,0.39695263,59.923504,4.658613,93.82911,-5.5955777,89.14316,7.6313453,65.99038,-0.26698008,65.341286,5.8214498,57.5871,0.03752449,51.877354,1.2046369,50.323406,-4.06956,40.133835,7.5958533,40.93786,-5.978145,41.36262,4.1900187,39.110886,-1.0832114,39.783104,2.2503579,33.271744,Viay
